Datetime,total_feed(TPH),reject(TPH),sep_drive_speed(RPM),bucket_elevator(AMP),mill_sound(%),cement_category
12-04-2023 02:00,98.80586589,35.91575241,749.4876099,61.44078445,74.74969482,1
12-04-2023 03:00,100.9538513,44.9108696,749.4876099,66.17826843,79.80464172,1
12-04-2023 04:00,102.0322348,39.92796326,736.3387451,64.27350616,77.38706207,1
12-04-2023 05:00,104.8034178,30.93284416,736.3387451,63.58974457,73.96825409,1
12-04-2023 06:00,105.8700892,55.78266144,725.6774292,63.24786377,72.2588501,1
12-04-2023 07:00,109.0446879,51.83516693,725.6774292,64.27350616,69.86569214,1
12-04-2023 08:00,125.7206411,45.75213623,677.7017212,66.12942505,74.26129913,0
12-04-2023 09:00,128.7992735,7.053724289,677.7017212,60.26862335,73.72405243,0
12-04-2023 10:00,129.1533594,13.97802258,677.7017212,60.26862335,67.13064575,0
12-04-2023 11:00,133.7448158,13.97802258,677.7017212,56.55677795,54.09035492,0
12-04-2023 12:00,128.5167303,17.99023247,631.1474609,59.3406601,74.11477661,0
12-04-2023 13:00,129.0317497,18.89621544,601.6513062,57.97314072,78.24176025,0
12-04-2023 14:00,130.4297981,28.86202621,601.6513062,57.77777863,75.75091553,0
12-04-2023 15:00,126.9120903,14.94871807,601.6513062,60.5128212,73.57753754,0
12-04-2023 16:00,130.1108732,16.89011002,601.6513062,59.87790298,72.99145508,0
12-04-2023 17:00,122.6642246,25.94993973,601.6513062,58.75458145,77.06959534,0
12-04-2023 18:00,126.7135544,17.86080742,601.6513062,61.29426193,74.79853821,0
12-04-2023 19:00,118.1948724,30.93284416,601.6513062,58.75458145,72.82051086,0
12-04-2023 20:00,114.6449337,0.194139197,601.6513062,59.19414139,74.60317993,0
12-04-2023 21:00,130.1245422,8.153845787,601.6513062,58.11965942,76.09279633,0
12-04-2023 22:00,98.92063475,11.90720463,601.6513062,57.58242035,58.63248062,1
12-04-2023 23:00,98.87180042,4.982906342,601.6513062,55.77533722,56.33699799,1
13-04-2023 00:00,104.5384615,2.006104946,583.1716919,58.41270065,57.92430115,1
13-04-2023 01:00,101.4891363,18.96092796,521.6917114,56.21489716,65.47008514,1
13-04-2023 02:00,105.962882,0.129426137,521.6917114,55.57997894,58.33943939,1
13-04-2023 03:00,110.9062279,19.0256424,521.6917114,57.43590164,67.30158997,1
13-04-2023 04:00,110.4522616,6.989011288,521.6917114,57.77777863,64.66423035,1
13-04-2023 05:00,112.1089178,10.93650818,521.6917114,59.73138046,62.73504639,1
13-04-2023 06:00,104.45446,26.98534775,521.6917114,58.46154022,63.1990242,1
13-04-2023 07:00,114.7765595,31.96825409,521.6917114,61.39194489,62.39316559,1
13-04-2023 08:00,117.1545817,6.083028316,521.6917114,60.854702,59.41392136,1
13-04-2023 09:00,118.8586093,23.87912178,567.890564,60.854702,59.16972351,1
13-04-2023 10:00,115.8022041,16.89011002,567.890564,60.17094421,67.03296661,0
13-04-2023 11:00,127.3814468,20.90232086,567.890564,58.85226059,72.94261169,0
13-04-2023 12:00,133.3289433,9.965812683,567.890564,58.26618195,63.56532669,0
13-04-2023 13:00,129.6788788,11.90720463,617.9985962,56.75214005,72.84493256,0
13-04-2023 14:00,129.4913311,27.89133072,617.9985962,59.87790298,68.88889313,0
13-04-2023 15:00,130.1042728,16.89011002,617.9985962,56.89865875,69.45055389,0
13-04-2023 16:00,128.8400536,7.959706783,617.9985962,60.65934372,74.45665741,0
